"0","0","4.532496836519889",
"0","1","43.28836698953671",
"0","2","39.601361262541296",
"1","0","14.362209545552346",
"1","1","27.85474916324782",
"1","2","25.093931226663535",
"2","0","22.45098895856575",
"2","1","46.79367395229745",
"2","2","41.47528355614752",
"2","3","23.820019415589066",
"2","4","9.464617313410322",
"3","0","9.464617313410322",
"3","1","9.080935319853129",
"3","2","11.110475896897526",
"3","3","40.46714161483403",
"3","4","24.737665124353946",
"3","5","34.51339660917271",
"4","0","24.737665124353946",
"4","1","34.51339660917271",
"4","2","3.684547353602868",
"4","3","26.410386129170664",
"5","0","36.32671314094184",
"5","1","41.398072840124996",
"5","2","6.521293255634397",
"5","3","9.723558897546319",
"5","4","27.004444852296533",
"6","0","27.004444852296533",
"6","1","21.85304577149671",
"6","2","8.177312217675004",
"6","3","6.544421587585958",
"7","0","26.91954059650389",
"7","1","36.48655106935085",
"7","2","10.064544843845336",
"7","3","9.418607156410586",
"7","4","9.90976380149241",
"8","0","9.90976380149241",
"8","1","45.557451783275944",
"8","2","10.298330658223664",
"8","3","25.600632154055784",
"8","4","25.617978971993978",
"9","0","25.617978971993978",
"9","1","48.06978051936005",
"9","2","9.498595165715845",
"9","3","15.460594342420258",
"9","4","39.46823880713472",
"9","5","11.196018896468269",
"10","0","39.46823880713472",
"10","1","11.196018896468269",
"10","2","48.46277437837457",
"10","3","25.514251483282713",
"10","4","38.99339763144148",
"11","0","38.99339763144148",
"11","1","47.398803120056634",
"11","2","28.39648606391846",
"12","0","21.274162894527883",
"12","1","34.21236178075216",
"12","2","39.70762177503299",
"12","3","26.916133164105187",
"12","4","8.450335015386795",
"13","0","8.450335015386795",
"13","1","24.342929268041136",
"13","2","28.96705764341563",
"13","3","36.035024387047535",
"14","0","31.36744641454779",
"14","1","23.23279552898054",
"14","2","11.694239316853643",
"14","3","7.854258247793461",
"15","0","12.380103519996483",
"15","1","36.814826859793406",
"15","2","44.31530313895189",
"15","3","15.912815449450541",
"15","4","0.4275122220441796",
"16","0","0.4275122220441796",
"16","1","4.08896634853157",
"16","2","10.477348664672558",
"16","3","20.80589611887226",
"17","0","29.030355605530023",
"17","1","19.490066834418712",
"17","2","12.504764087766363",
"17","3","16.587098239657305",
"17","4","6.5432057462760485",
"18","0","6.5432057462760485",
"18","1","16.855599402147032",
"18","2","25.300172510287695",
"18","3","49.55847007371093",
"18","4","11.589026468648427",
"18","5","26.91981844516247",
"19","0","11.589026468648427",
"19","1","26.91981844516247",
"19","2","29.80998221475597",
"20","0","30.87549447195363",
"20","1","10.585316350233038",
"20","2","18.52268726491422",
"21","0","42.707234329184665",
"21","1","48.23030178412091",
"21","2","42.646440512779655",
"21","3","36.74929983208012",
"21","4","8.355393652978144",
"22","0","8.355393652978144",
"22","1","1.3922878407456263",
"22","2","17.32304439751714",
"22","3","38.065744430252856",
"22","4","21.596540690228856",
"23","0","21.596540690228856",
