"0","0","89.54313975469255",
"0","1","22.154272539918264",
"1","0","12.89661754079443",
"1","1","42.63759455658695",
"1","2","74.64908623475321",
"2","0","23.800801273237017",
"2","1","86.34432618930296",
"2","2","76.38582670484641",
"3","0","19.981404651746757",
"3","1","33.02474572344458",
"4","0","19.08992845197194",
"4","1","19.965747000777977",
"4","2","37.462747161656836",
"5","0","21.120015612835065",
"5","1","70.45563510773776",
"5","2","16.18485267381532",
"6","0","94.61441873744498",
"6","1","66.31436825208576",
"6","2","16.60582136804557",
"7","0","48.85089459858811",
"7","1","95.67703398447848",
"7","2","15.09743031453138",
"7","3","93.07626446662809",
"8","0","47.6701354096691",
"8","1","58.27848423799619",
"8","2","89.91634862655962",
"8","3","76.97137685157165",
"9","0","37.71126924665511",
"9","1","89.91242726170185",
"9","2","17.461172340796992",
"10","0","26.60506036333886",
"10","1","1.9357274859888807",
"10","2","71.80430513464243",
"11","0","65.46979216451166",
"11","1","38.68650150719812",
"11","2","47.15258097025629",
"12","0","58.724302420523436",
"12","1","50.823727668195836",
"12","2","2.7095542655423133",
"12","3","25.450561268654592",
"13","0","47.21802105680588",
"13","1","74.26282236990096",
"13","2","85.1376402494634",
"13","3","40.0760259375854",
"14","0","64.71891276394523",
"14","1","30.516766977903462",
"14","2","14.23588675249401",
"14","3","70.55610926444241",
"15","0","25.17266061183149",
"15","1","8.680139143227839",
"15","2","53.59591294021811",
"15","3","41.412799527437535",
"16","0","24.626547143371834",
"16","1","48.043686731918825",
"17","0","94.80563754939793",
"17","1","65.5256156194513",
"17","2","65.4448283816161",
"17","3","19.601489049901467",
"18","0","60.41199156020344",
"18","1","88.81575952522856",
"18","2","40.452913369025886",
"18","3","107.66008153779893",
"19","0","66.68552621273747",
"19","1","66.96608733591428",
"20","0","64.05813741812638",
"20","1","86.78121867648369",
