"0","0","20.31099361750971",
"0","1","27.41169627613756",
"1","0","29.836302711120727",
"1","1","27.665876663932973",
"1","2","10.296800846569647",
"2","0","9.167234937969543",
"2","1","4.98438582681755",
"2","2","41.7176431638029",
"3","0","21.740825874712648",
"3","1","27.56609313121343",
"4","0","14.045910618092321",
"4","1","6.102313959946892",
"4","2","24.44956066823667",
"5","0","11.198760874016894",
"5","1","15.98747621196151",
"5","2","7.868970123078212",
"6","0","14.605705387078437",
"6","1","37.78494895086084",
"6","2","45.48578491920919",
"7","0","41.41351910680753",
"7","1","8.260685106980542",
"7","2","45.75246006841501",
"7","3","37.76191367363709",
"8","0","0.9263237062851426",
"8","1","18.918279882912657",
"8","2","10.640104279227536",
"8","3","46.44789843180498",
"9","0","19.734018239733437",
"9","1","41.57850377352172",
"9","2","25.496001166521538",
"10","0","7.094758066781548",
"10","1","39.123436806517226",
"10","2","16.410178300922702",
"11","0","37.02201865674887",
"11","1","8.429289167300563",
"11","2","37.13070901807589",
"12","0","14.76201756715242",
"12","1","12.181664010395954",
"12","2","24.966653563469926",
"12","3","25.092512157621996",
"13","0","24.34326065348405",
"13","1","26.18087049345463",
"13","2","16.59474792434103",
"13","3","22.003933817732307",
"14","0","2.526729956316415",
"14","1","10.504208523307067",
"14","2","19.924913752121917",
"14","3","20.14585634008303",
"15","0","13.794739285898878",
"15","1","25.715753059551233",
"15","2","30.22005521601501",
"15","3","31.353783355786558",
"16","0","14.830892425915371",
"16","1","27.354550729571077",
"17","0","6.361050065225632",
"17","1","14.775219445093878",
"17","2","27.145851232366937",
"17","3","45.94248946614358",
"18","0","9.089468004353385",
"18","1","49.013911235894234",
"18","2","37.8139234639479",
"18","3","6.431703374622533",
"19","0","3.3282382887488304",
"19","1","38.68692486916849",
"20","0","0.695043609606727",
"20","1","19.871248140596997",
